,N,dim,std,jump,jump_prob,ve,L2,L2_true
94,100,1,0.01,0.3,0.5,0.68665,3.62012,0.00437
95,100,1,0.01,0.3,0.5,0.68665,3.62011,0.00451
96,100,1,0.01,0.3,0.5,0.68665,3.62012,0.0045
97,100,1,0.01,0.3,0.5,0.68665,3.62011,0.00443
98,100,1,0.01,0.3,0.5,0.68665,3.62014,0.00436
99,100,1,0.01,0.3,0.5,0.68665,3.62013,0.00468
0,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00649
1,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00636
2,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00673
3,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00641
4,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00643
5,100,1,0.01,0.3,0.5,0.56899,3.61972,0.00632
6,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00633
7,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00628
8,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00634
9,100,1,0.01,0.3,0.5,0.56899,3.61972,0.00642
10,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00641
11,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00659
12,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00632
13,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00643
14,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00643
15,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00632
16,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00633
17,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00661
18,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00636
19,100,1,0.01,0.3,0.5,0.56899,3.61969,0.00635
20,100,1,0.01,0.3,0.5,0.56899,3.61967,0.00631
21,100,1,0.01,0.3,0.5,0.56899,3.61968,0.0063
22,100,1,0.01,0.3,0.5,0.56899,3.61964,0.00664
23,100,1,0.01,0.3,0.5,0.56899,3.6197,0.00622
24,100,1,0.01,0.3,0.5,0.56899,3.61966,0.00663
