N,dim,std,shift,shift_prob,sigma,L2_1,L2_2
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955588
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955588
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955588
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955588
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955588
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.6175787858578747,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.009999999776482582,3.617578785857875,0.7023178269955587
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.617578785857875,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.6175787858578747,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0024999999441206455,3.617578785857875,1.3288964130684453
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.803282236911585
1,1,0.01,0.3333333333333333,0.5,0.0010000000474974513,3.6175787858578747,1.8032822369115848
