#time(sec):	Om (Hz)	tswh0:	tswh1:	tswh2:	tswh3:	tswh4:	tswh5:	tswh6:	tswh7:	tswm0:	tswm1:	tswm2:	tswm3:	tswm4:	tswm5:	tswm6:	tswm7:	tswl0:	tswl1:	tswl2:	tswl3:	tswl4:	tswl5:	tswl6:	tswl7:
328.4	0.0140	40.1833	40.1386	40.0496	40.0476	40.2449	40.3014	40.3251	40.2865	40.3165	40.2324	40.2077	40.2361	40.3017	40.3977	40.4474	40.3227	40.4583	40.3727	40.3257	40.4086	40.4333	40.5039	40.5887	40.5657
331.8	0.0140	40.1833	40.1349	40.0355	40.0489	40.2400	40.3003	40.3251	40.2806	40.3190	40.2376	40.1972	40.2267	40.2850	40.3884	40.4505	40.3293	40.4654	40.3807	40.3269	40.4016	40.4165	40.4845	40.5989	40.5949
335.4	0.0140	40.1858	40.1262	40.0312	40.0489	40.1986	40.2992	40.3263	40.2677	40.3240	40.2439	40.1906	40.2200	40.2631	40.3812	40.4526	40.3332	40.4739	40.3852	40.3244	40.3957	40.3973	40.4484	40.6053	40.6121
338.8	0.0140	40.1871	40.1201	40.0334	40.0582	40.1645	40.3014	40.2977	40.2524	40.3301	40.2470	40.1879	40.2160	40.2503	40.3750	40.4547	40.3398	40.4838	40.3887	40.3170	40.3886	40.3829	40.4249	40.6091	40.6174
342.2	0.0140	40.1933	40.1312	40.0442	40.0621	40.1669	40.2992	40.2679	40.2360	40.3400	40.2533	40.1932	40.2146	40.2362	40.3689	40.4547	40.3451	40.4923	40.3909	40.3133	40.3886	40.3745	40.4069	40.6078	40.6028
345.7	0.0140	40.2008	40.1411	40.0681	40.0634	40.1608	40.3014	40.2453	40.2301	40.3462	40.2616	40.1985	40.2160	40.2298	40.3627	40.4537	40.3517	40.5036	40.3978	40.3071	40.3828	40.3625	40.3875	40.6091	40.5843
349.1	0.0140	40.2108	40.1497	40.0833	40.0661	40.1572	40.3046	40.2287	40.2360	40.3561	40.2720	40.2143	40.2160	40.2247	40.3576	40.4505	40.3557	40.5107	40.4160	40.3083	40.3769	40.3530	40.3737	40.6053	40.5604
352.5	0.0140	40.2208	40.1633	40.0975	40.0687	40.1547	40.3036	40.2144	40.2442	40.3622	40.2825	40.2315	40.2173	40.2234	40.3545	40.4442	40.3636	40.5192	40.4353	40.3121	40.3734	40.3422	40.3641	40.6027	40.5446
355.9	0.0140	40.2345	40.1819	40.1062	40.0807	40.1620	40.2916	40.2097	40.2512	40.3684	40.2909	40.2460	40.2186	40.2183	40.3524	40.4390	40.3649	40.5206	40.4479	40.3220	40.3687	40.3326	40.3558	40.5976	40.5353
359.3	0.0140	40.2457	40.1955	40.1193	40.0886	40.1620	40.2764	40.2156	40.2571	40.3721	40.3003	40.2645	40.2227	40.2196	40.3452	40.4327	40.3663	40.5248	40.4536	40.3344	40.3722	40.3255	40.3503	40.5912	40.5472
363.0	0.0140	40.2545	40.2141	40.1400	40.1006	40.1402	40.2579	40.2192	40.2606	40.3746	40.3066	40.2818	40.2267	40.2221	40.3360	40.4264	40.3663	40.5305	40.4684	40.3468	40.3734	40.3207	40.3516	40.5849	40.5446
366.4	0.0140	40.2595	40.2302	40.1574	40.1032	40.1232	40.2438	40.2228	40.2630	40.3734	40.3128	40.2977	40.2307	40.2247	40.3257	40.4233	40.3649	40.5305	40.4912	40.3530	40.3851	40.3207	40.3544	40.5785	40.5419
369.9	0.0140	40.2633	40.2413	40.1738	40.1165	40.1086	40.2351	40.2263	40.2665	40.3758	40.3223	40.3109	40.2348	40.2247	40.3186	40.4181	40.3676	40.5347	40.5061	40.3530	40.3969	40.3290	40.3461	40.5747	40.5432
373.3	0.0140	40.2633	40.2500	40.1913	40.1324	40.0989	40.2264	40.2287	40.2677	40.3783	40.3359	40.3268	40.2401	40.2209	40.3042	40.4149	40.3663	40.5418	40.5221	40.3530	40.4051	40.3410	40.3406	40.5759	40.5419
376.8	0.0140	40.2683	40.2575	40.2077	40.1470	40.1013	40.2232	40.2311	40.2642	40.3783	40.3453	40.3441	40.2482	40.2145	40.2888	40.4087	40.3663	40.5461	40.5210	40.3554	40.4134	40.3434	40.3365	40.5747	40.5472
380.2	0.0140	40.2670	40.2649	40.2209	40.1710	40.1025	40.2189	40.2370	40.2653	40.3833	40.3547	40.3507	40.2536	40.2145	40.2725	40.4034	40.3663	40.5503	40.5141	40.3579	40.4157	40.3542	40.3337	40.5823	40.5604
383.6	0.0140	40.2708	40.2724	40.2329	40.1896	40.1110	40.2145	40.2418	40.2736	40.3870	40.3621	40.3520	40.2590	40.2170	40.2581	40.4045	40.3676	40.5617	40.5107	40.3616	40.4263	40.3590	40.3268	40.5810	40.5657
387.0	0.0140	40.2733	40.2786	40.2461	40.2123	40.1353	40.1994	40.2477	40.2771	40.3932	40.3684	40.3574	40.2657	40.2209	40.2500	40.4066	40.3729	40.5674	40.5095	40.3654	40.4310	40.3625	40.3185	40.5734	40.5657
390.6	0.0140	40.2770	40.2848	40.2559	40.2296	40.1523	40.1788	40.2370	40.2841	40.3981	40.3715	40.3614	40.2711	40.2260	40.2408	40.4076	40.3755	40.5702	40.5084	40.3679	40.4357	40.3649	40.3117	40.5657	40.5750
394.0	0.0140	40.2845	40.2973	40.2614	40.2417	40.1633	40.1637	40.2156	40.2912	40.4043	40.3768	40.3667	40.2805	40.2311	40.2336	40.4108	40.3848	40.5759	40.5061	40.3716	40.4357	40.3649	40.3089	40.5543	40.5697
397.4	0.0140	40.2870	40.3035	40.2691	40.2430	40.1754	40.1572	40.1978	40.3006	40.4093	40.3799	40.3720	40.2886	40.2414	40.2265	40.4149	40.3914	40.5787	40.5061	40.3828	40.4334	40.3614	40.3007	40.5415	40.5512
400.9	0.0140	40.2933	40.3110	40.2746	40.2430	40.1949	40.1518	40.1824	40.3088	40.4117	40.3831	40.3747	40.2981	40.2529	40.2193	40.4181	40.3954	40.5816	40.5050	40.3852	40.4298	40.3614	40.2993	40.5352	40.5379
404.3	0.0140	40.2983	40.3184	40.2812	40.2497	40.2083	40.1550	40.1670	40.3088	40.4155	40.3852	40.3773	40.3034	40.2631	40.2234	40.4170	40.4007	40.5844	40.5072	40.3939	40.4298	40.3625	40.2993	40.5301	40.5300
407.7	0.0140	40.3033	40.3247	40.2867	40.2430	40.2071	40.1572	40.1563	40.3006	40.4167	40.3873	40.3786	40.3088	40.2734	40.2285	40.4160	40.3994	40.5859	40.5255	40.4026	40.4275	40.3649	40.3007	40.5301	40.5247
411.1	0.0140	40.3109	40.3309	40.2823	40.2323	40.2022	40.1626	40.1421	40.2888	40.4142	40.3873	40.3773	40.3156	40.2798	40.2336	40.4139	40.4020	40.5873	40.5427	40.4113	40.4275	40.3685	40.3020	40.5275	40.5194
414.6	0.0140	40.3146	40.3334	40.2757	40.2243	40.2047	40.1658	40.1291	40.2771	40.4179	40.3925	40.3773	40.3196	40.2863	40.2367	40.4097	40.4033	40.5901	40.5530	40.4126	40.4251	40.3757	40.3007	40.5339	40.5115
418.2	0.0140	40.3184	40.3346	40.2548	40.2150	40.1998	40.1648	40.1126	40.2700	40.4192	40.4020	40.3786	40.3223	40.2914	40.2408	40.4024	40.4020	40.5930	40.5622	40.4101	40.4239	40.3817	40.3020	40.5415	40.5036
421.6	0.0140	40.3221	40.3409	40.2362	40.2163	40.1937	40.1680	40.1055	40.2571	40.4217	40.4051	40.3946	40.3210	40.2863	40.2418	40.4003	40.3967	40.5986	40.5656	40.4064	40.4228	40.3853	40.3075	40.5504	40.4930
425.0	0.0140	40.3259	40.3459	40.2241	40.2203	40.1913	40.1680	40.0854	40.2501	40.4241	40.4083	40.4026	40.3237	40.2798	40.2397	40.3972	40.3967	40.6029	40.5668	40.4026	40.4228	40.3913	40.3089	40.5568	40.4772
428.4	0.0140	40.3246	40.3521	40.2143	40.2230	40.1888	40.1702	40.0595	40.2454	40.4279	40.4104	40.4106	40.3277	40.2773	40.2418	40.3930	40.3941	40.6086	40.5679	40.4026	40.4204	40.3925	40.3103	40.5581	40.4732
431.9	0.0140	40.3209	40.3571	40.2077	40.2136	40.1913	40.1723	40.0724	40.2430	40.4291	40.4093	40.4133	40.3291	40.2773	40.2387	40.3878	40.3927	40.6129	40.5725	40.4014	40.4204	40.3925	40.3075	40.5568	40.4746
435.3	0.0140	40.3109	40.3608	40.2066	40.2030	40.1998	40.1712	40.0937	40.2395	40.4303	40.4104	40.4173	40.3345	40.2760	40.2428	40.3857	40.3874	40.6157	40.5714	40.4014	40.4204	40.3913	40.3103	40.5530	40.4772
438.7	0.0140	40.3021	40.3646	40.2001	40.2083	40.2034	40.1691	40.1173	40.2360	40.4279	40.4072	40.4239	40.3399	40.2734	40.2397	40.3825	40.3795	40.6214	40.5679	40.4026	40.4192	40.3889	40.3089	40.5466	40.4732
442.1	0.0140	40.2971	40.3571	40.1913	40.2056	40.2071	40.1669	40.1303	40.2372	40.4254	40.4051	40.4226	40.3440	40.2708	40.2387	40.3805	40.3689	40.6257	40.5656	40.4039	40.4169	40.3949	40.3103	40.5453	40.4680
445.7	0.0140	40.2933	40.3359	40.1793	40.1990	40.2120	40.1637	40.1398	40.2383	40.4192	40.3978	40.4146	40.3521	40.2734	40.2346	40.3763	40.3649	40.6243	40.5553	40.4113	40.4157	40.4009	40.3103	40.5453	40.4627
449.1	0.0140	40.2908	40.3247	40.1727	40.1936	40.2193	40.1604	40.1220	40.2383	40.4142	40.3915	40.4133	40.3588	40.2785	40.2336	40.3721	40.3544	40.6228	40.5519	40.4225	40.4157	40.4033	40.3089	40.5415	40.4601
452.7	0.0140	40.2870	40.3135	40.1585	40.1936	40.2205	40.1550	40.1090	40.2383	40.4105	40.3873	40.4186	40.3642	40.2837	40.2367	40.3617	40.3491	40.6214	40.5450	40.4325	40.4251	40.4117	40.3117	40.5390	40.4587
456.2	0.0140	40.2870	40.3060	40.1465	40.1963	40.2327	40.1529	40.1055	40.2372	40.4043	40.3831	40.4252	40.3737	40.2914	40.2418	40.3533	40.3412	40.6171	40.5381	40.4500	40.4416	40.4129	40.3172	40.5313	40.4548
459.6	0.0140	40.2845	40.3023	40.1356	40.1870	40.2510	40.1496	40.0831	40.2360	40.4018	40.3810	40.4212	40.3818	40.3042	40.2459	40.3471	40.3346	40.6100	40.5347	40.4749	40.4558	40.4201	40.3185	40.5186	40.4561
463.0	0.0140	40.2833	40.2973	40.1247	40.1790	40.2718	40.1496	40.0654	40.2290	40.3969	40.3789	40.4199	40.3940	40.3171	40.2530	40.3408	40.3279	40.6015	40.5324	40.4974	40.4735	40.4357	40.3241	40.5072	40.4522
466.5	0.0140	40.2808	40.2898	40.1127	40.1896	40.2889	40.1518	40.0559	40.2219	40.3932	40.3789	40.4173	40.3981	40.3209	40.2551	40.3335	40.3240	40.5944	40.5358	40.5211	40.5006	40.4538	40.3296	40.4932	40.4416
469.9	0.0140	40.2795	40.2873	40.0953	40.2043	40.3012	40.1550	40.0571	40.2090	40.3895	40.3820	40.4252	40.4076	40.3145	40.2632	40.3294	40.3174	40.5887	40.5381	40.5399	40.5255	40.4754	40.3406	40.4843	40.4337
473.6	0.0140	40.2795	40.2799	40.0801	40.2136	40.3110	40.1572	40.0571	40.1950	40.3857	40.3873	40.4306	40.4198	40.3042	40.2694	40.3231	40.3095	40.5816	40.5507	40.5474	40.5503	40.5007	40.3530	40.4754	40.4377
477.0	0.0140	40.2795	40.2687	40.0779	40.2190	40.3220	40.1669	40.0500	40.1856	40.3833	40.3873	40.4399	40.4265	40.3171	40.2725	40.3169	40.3029	40.5773	40.5771	40.5624	40.5586	40.5152	40.3475	40.4665	40.4443
480.4	0.0140	40.2820	40.2662	40.0779	40.2403	40.3416	40.1766	40.0430	40.1774	40.3771	40.3894	40.4546	40.4374	40.3454	40.2755	40.3137	40.2950	40.5731	40.6001	40.5712	40.5586	40.5309	40.3475	40.4589	40.4587
483.8	0.0140	40.2833	40.2712	40.0855	40.2604	40.3539	40.1831	40.0347	40.1657	40.3721	40.3883	40.4706	40.4469	40.3596	40.2745	40.3075	40.2910	40.5674	40.6127	40.5800	40.5563	40.5381	40.3489	40.4526	40.4693
487.3	0.0140	40.2858	40.2749	40.0953	40.2617	40.3490	40.1885	40.0359	40.1330	40.3672	40.3852	40.4840	40.4510	40.3622	40.2765	40.3023	40.2857	40.5674	40.6219	40.5975	40.5574	40.5405	40.3516	40.4475	40.4719
490.7	0.0140	40.2858	40.2724	40.1062	40.2644	40.3343	40.1940	40.0418	40.1121	40.3610	40.3831	40.4933	40.4605	40.3712	40.2745	40.2950	40.2778	40.5660	40.6323	40.6252	40.5622	40.5405	40.3475	40.4399	40.4680
494.1	0.0140	40.2820	40.2724	40.1116	40.2818	40.3183	40.1961	40.0512	40.0969	40.3573	40.3799	40.5014	40.4700	40.3776	40.2745	40.2857	40.2778	40.5660	40.6438	40.6453	40.5705	40.5441	40.3461	40.4336	40.4666
497.5	0.0140	40.2795	40.2687	40.1215	40.3019	40.3098	40.1983	40.0571	40.0864	40.3536	40.3768	40.5281	40.4755	40.3854	40.2806	40.2794	40.2739	40.5716	40.6622	40.6541	40.5800	40.5405	40.3447	40.4260	40.4719
501.2	0.0140	40.2758	40.2687	40.1498	40.3233	40.3159	40.1983	40.0630	40.0783	40.3474	40.3747	40.5469	40.4809	40.3931	40.2837	40.2742	40.2699	40.5773	40.6668	40.6503	40.5835	40.5393	40.3447	40.4171	40.4759
504.6	0.0140	40.2708	40.2687	40.1837	40.3394	40.3159	40.1940	40.0489	40.0701	40.3486	40.3757	40.5576	40.4836	40.4009	40.2817	40.2690	40.2647	40.5844	40.6633	40.6377	40.5812	40.5393	40.3447	40.4070	40.4825
508.0	0.0140	40.2658	40.2687	40.2198	40.3649	40.3196	40.1907	40.0277	40.0585	40.3511	40.3757	40.5523	40.4877	40.4060	40.2735	40.2607	40.2594	40.5944	40.6645	40.6227	40.5764	40.5357	40.3447	40.4007	40.4904
511.4	0.0140	40.2595	40.2774	40.2494	40.3851	40.3147	40.1907	40.0277	40.0469	40.3536	40.3778	40.5255	40.4877	40.4151	40.2694	40.2535	40.2528	40.6015	40.6622	40.6101	40.5693	40.5357	40.3406	40.3880	40.4812
514.9	0.0140	40.2507	40.2848	40.2757	40.4012	40.2975	40.1940	40.0312	40.0410	40.3499	40.3747	40.5040	40.4877	40.4241	40.2673	40.2441	40.2462	40.6086	40.6645	40.6013	40.5610	40.5405	40.3296	40.3805	40.4627
518.3	0.0140	40.2482	40.2848	40.2878	40.4093	40.2865	40.2015	40.0300	40.0364	40.3449	40.3694	40.4920	40.4836	40.4293	40.2694	40.2379	40.2410	40.6100	40.6633	40.6013	40.5539	40.5381	40.3117	40.3729	40.4469
521.7	0.0140	40.2482	40.2799	40.2812	40.4174	40.3000	40.2080	40.0230	40.0341	40.3375	40.3694	40.4907	40.4755	40.4306	40.2745	40.2327	40.2292	40.6129	40.6587	40.6038	40.5456	40.5321	40.3089	40.3590	40.4337
525.1	0.0140	40.2482	40.2749	40.2724	40.4174	40.3134	40.2134	40.0124	40.0422	40.3363	40.3736	40.4826	40.4673	40.4319	40.2806	40.2317	40.2239	40.6100	40.6576	40.6101	40.5409	40.5248	40.3172	40.3502	40.4192
528.7	0.0140	40.2520	40.2761	40.2636	40.4187	40.3220	40.2189	40.0077	40.0585	40.3338	40.3757	40.4813	40.4605	40.4306	40.2817	40.2307	40.2186	40.6058	40.6610	40.6113	40.5385	40.5116	40.3282	40.3451	40.4114
532.1	0.0140	40.2532	40.2774	40.2581	40.4187	40.3281	40.2221	40.0230	40.0724	40.3301	40.3789	40.4840	40.4591	40.4280	40.2899	40.2307	40.2160	40.6001	40.6576	40.6176	40.5349	40.5067	40.3309	40.3426	40.4048
535.6	0.0140	40.2557	40.2786	40.2537	40.4147	40.3330	40.2286	40.0300	40.0806	40.3264	40.3810	40.4893	40.4537	40.4267	40.2950	40.2286	40.2108	40.5901	40.6449	40.6277	40.5278	40.4959	40.3365	40.3426	40.3995
539.0	0.0140	40.2532	40.2811	40.2526	40.4160	40.3367	40.2330	40.0289	40.0806	40.3240	40.3820	40.4960	40.4496	40.4215	40.3001	40.2275	40.2108	40.5787	40.6403	40.6365	40.5207	40.4887	40.3365	40.3401	40.3956
542.4	0.0140	40.2520	40.2823	40.2592	40.4227	40.3392	40.2362	40.0477	40.0794	40.3190	40.3831	40.4987	40.4469	40.4202	40.3011	40.2255	40.2147	40.5688	40.6334	40.6352	40.5207	40.4983	40.3406	40.3388	40.3903
545.8	0.0140	40.2470	40.2823	40.2669	40.4268	40.3429	40.2373	40.0630	40.0806	40.3178	40.3852	40.4907	40.4428	40.4164	40.3052	40.2203	40.2160	40.5603	40.6345	40.6239	40.5219	40.5200	40.3434	40.3376	40.3851
549.2	0.0140	40.2357	40.2736	40.2790	40.4295	40.3441	40.2384	40.0630	40.0783	40.3153	40.3862	40.4853	40.4401	40.4151	40.3062	40.2172	40.2160	40.5532	40.6357	40.6101	40.5243	40.5345	40.3434	40.3363	40.3798
552.6	0.0140	40.2245	40.2612	40.2900	40.4322	40.3429	40.2384	40.0559	40.0806	40.3104	40.3862	40.4800	40.4360	40.4138	40.3073	40.2141	40.2173	40.5475	40.6380	40.5925	40.5172	40.5478	40.3475	40.3313	40.3746
556.4	0.0140	40.2120	40.2476	40.3042	40.4322	40.3392	40.2373	40.0583	40.0818	40.3091	40.3810	40.4693	40.4293	40.4125	40.3103	40.2130	40.2186	40.5461	40.6392	40.5837	40.5125	40.5598	40.3475	40.3313	40.3733
559.8	0.0140	40.2045	40.2389	40.3130	40.4335	40.3232	40.2319	40.0559	40.0783	40.3017	40.3799	40.4573	40.4320	40.4125	40.3103	40.2110	40.2160	40.5503	40.6357	40.5812	40.5136	40.5695	40.3516	40.3287	40.3693
563.2	0.0140	40.1970	40.2351	40.3207	40.4349	40.3073	40.2297	40.0630	40.0690	40.3017	40.3841	40.4453	40.4293	40.4138	40.3062	40.2089	40.2147	40.5546	40.6345	40.5812	40.5196	40.5744	40.3572	40.3287	40.3602
566.6	0.0140	40.1945	40.2351	40.3229	40.4295	40.2963	40.2264	40.0654	40.0550	40.2980	40.3915	40.4413	40.4265	40.4151	40.2970	40.2110	40.2147	40.5617	40.6334	40.5812	40.5266	40.5852	40.3654	40.3275	40.3523
570.0	0.0140	40.1908	40.2364	40.3240	40.4268	40.2914	40.2243	40.0748	40.0469	40.2943	40.3967	40.4399	40.4225	40.4138	40.2899	40.2130	40.2121	40.5660	40.6288	40.5837	40.5338	40.5901	40.3710	40.3237	40.3470
573.6	0.0140	40.1921	40.2376	40.3273	40.4200	40.2804	40.2275	40.0783	40.0457	40.2907	40.4041	40.4359	40.4184	40.4138	40.2837	40.2120	40.2081	40.5688	40.6231	40.5913	40.5480	40.6034	40.3848	40.3224	40.3575
577.0	0.0140	40.1933	40.2389	40.3339	40.4160	40.2730	40.2286	40.0831	40.0469	40.2857	40.4093	40.4413	40.4143	40.4125	40.2806	40.2110	40.2029	40.5716	40.6185	40.6038	40.5586	40.6095	40.3931	40.3199	40.3470
580.4	0.0140	40.1933	40.2426	40.3428	40.4066	40.2608	40.2275	40.0842	40.0550	40.2845	40.4135	40.4426	40.4130	40.4125	40.2786	40.2079	40.1989	40.5702	40.6150	40.6176	40.5693	40.6191	40.3986	40.3149	40.3431
584.0	0.0140	40.1958	40.2463	40.3483	40.4039	40.2254	40.2286	40.0795	40.0620	40.2808	40.4188	40.4506	40.4143	40.4164	40.2765	40.2058	40.1976	40.5688	40.6104	40.6302	40.5859	40.6204	40.4014	40.3124	40.3444
587.4	0.0140	40.1933	40.2500	40.3527	40.3972	40.1974	40.2275	40.0724	40.0701	40.2796	40.4209	40.4599	40.4184	40.4254	40.2806	40.2068	40.1950	40.5716	40.6127	40.6415	40.5990	40.6264	40.4110	40.3124	40.3457
590.8	0.0140	40.1933	40.2575	40.3604	40.3877	40.1754	40.2264	40.0630	40.0713	40.2808	40.4220	40.4760	40.4225	40.4306	40.2858	40.2058	40.1976	40.5716	40.6150	40.6465	40.6085	40.6216	40.4221	40.3111	40.3470
594.2	0.0140	40.1896	40.2600	40.3681	40.3756	40.1402	40.2254	40.0642	40.0655	40.2796	40.4199	40.4840	40.4320	40.4306	40.2837	40.2068	40.2003	40.5745	40.6196	40.6503	40.6144	40.6143	40.4304	40.3124	40.3470
597.7	0.0140	40.1821	40.2587	40.3725	40.3622	40.0977	40.2254	40.0642	40.0596	40.2796	40.4220	40.4907	40.4415	40.4215	40.2847	40.2089	40.2016	40.5702	40.6253	40.6503	40.6096	40.6155	40.4374	40.3136	40.3457
601.1	0.0140	40.1759	40.2612	40.3791	40.3662	40.0650	40.2243	40.0618	40.0515	40.2771	40.4241	40.4947	40.4496	40.3983	40.2817	40.2089	40.2029	40.5688	40.6357	40.6440	40.6156	40.6058	40.4443	40.3149	40.3484
604.5	0.0140	40.1721	40.2612	40.3847	40.3824	40.0577	40.2232	40.0536	40.0503	40.2746	40.4262	40.4974	40.4551	40.3712	40.2796	40.2058	40.2029	40.5660	40.6484	40.6352	40.6382	40.5986	40.4457	40.3187	40.3457
607.9	0.0140	40.1684	40.2600	40.3902	40.3958	40.0650	40.2189	40.0465	40.0492	40.2734	40.4251	40.5027	40.4564	40.3506	40.2827	40.2068	40.2029	40.5617	40.6622	40.6365	40.6525	40.5937	40.4512	40.3237	40.3366
611.5	0.0140	40.1671	40.2600	40.3968	40.4066	40.0880	40.2091	40.0430	40.0480	40.2709	40.4209	40.5040	40.4483	40.3441	40.2858	40.2058	40.2029	40.5532	40.6725	40.6465	40.6656	40.5913	40.4567	40.3262	40.3248
615.0	0.0140	40.1646	40.2575	40.4023	40.4133	40.1062	40.1983	40.0371	40.0469	40.2673	40.4146	40.5040	40.4428	40.3403	40.2827	40.2017	40.1989	40.5447	40.6760	40.6579	40.6703	40.5901	40.4484	40.3275	40.3104
618.4	0.0140	40.1634	40.2562	40.4056	40.4187	40.1353	40.1907	40.0206	40.0434	40.2648	40.4093	40.5148	40.4442	40.3377	40.2847	40.1996	40.1963	40.5362	40.6679	40.6604	40.6691	40.5973	40.4429	40.3287	40.2960
621.8	0.0140	40.1634	40.2550	40.4078	40.4268	40.1620	40.1885	39.9854	40.0492	40.2673	40.4051	40.5174	40.4483	40.3364	40.2837	40.1934	40.1963	40.5234	40.6633	40.6579	40.6775	40.6070	40.4360	40.3262	40.2868
625.3	0.0140	40.1671	40.2525	40.4056	40.4281	40.1791	40.1907	39.9689	40.0538	40.2660	40.3999	40.5148	40.4523	40.3351	40.2847	40.1892	40.1911	40.5163	40.6541	40.6553	40.6918	40.6179	40.4318	40.3187	40.2777
628.7	0.0140	40.1721	40.2513	40.3990	40.4349	40.2022	40.1961	39.9642	40.0562	40.2660	40.3946	40.5107	40.4578	40.3506	40.2888	40.1872	40.1924	40.5078	40.6357	40.6541	40.7001	40.6264	40.4332	40.3136	40.2738
632.1	0.0140	40.1796	40.2500	40.3990	40.4430	40.2266	40.1994	39.9595	40.0620	40.2636	40.3894	40.5067	40.4646	40.3712	40.2950	40.1872	40.1924	40.4993	40.6185	40.6491	40.7049	40.6361	40.4484	40.3061	40.2685
635.5	0.0140	40.1846	40.2488	40.3968	40.4416	40.2181	40.2037	39.9466	40.0655	40.2623	40.3810	40.5014	40.4700	40.3854	40.3062	40.1882	40.1911	40.4937	40.6070	40.6402	40.7073	40.6373	40.4692	40.3023	40.2607
639.1	0.0140	40.1921	40.2476	40.3946	40.4430	40.1986	40.2059	39.9478	40.0701	40.2623	40.3768	40.4920	40.4741	40.4060	40.3155	40.1903	40.1898	40.4838	40.5966	40.6415	40.7097	40.6373	40.4748	40.3010	40.2555
642.5	0.0140	40.1983	40.2463	40.3891	40.4416	40.1913	40.2070	39.9525	40.0713	40.2611	40.3726	40.4840	40.4795	40.4267	40.3237	40.1882	40.1884	40.4795	40.5955	40.6415	40.7097	40.6325	40.4734	40.3035	40.2503
646.0	0.0140	40.1983	40.2463	40.3858	40.4403	40.1974	40.2091	39.9724	40.0655	40.2623	40.3694	40.4720	40.4823	40.4409	40.3350	40.1872	40.1898	40.4711	40.6001	40.6465	40.7001	40.6325	40.4734	40.3111	40.2503
649.4	0.0140	40.1970	40.2426	40.3824	40.4322	40.2169	40.2167	40.0230	40.0620	40.2636	40.3715	40.4613	40.4809	40.4435	40.3473	40.1851	40.1898	40.4654	40.5955	40.6528	40.6965	40.6240	40.4706	40.3237	40.2490
652.8	0.0140	40.1945	40.2401	40.3780	40.4308	40.2388	40.2221	40.0559	40.0701	40.2648	40.3726	40.4506	40.4795	40.4448	40.3524	40.1861	40.1884	40.4583	40.5966	40.6553	40.6954	40.6191	40.4678	40.3325	40.2464
656.3	0.0140	40.1908	40.2413	40.3714	40.4281	40.2510	40.2254	40.0831	40.0864	40.2685	40.3778	40.4426	40.4782	40.4474	40.3565	40.1872	40.1911	40.4555	40.6012	40.6440	40.7013	40.6131	40.4706	40.3426	40.2477
659.7	0.0140	40.1796	40.2438	40.3670	40.4254	40.2584	40.2243	40.0996	40.0946	40.2722	40.3778	40.4399	40.4768	40.4474	40.3576	40.1913	40.1898	40.4499	40.6116	40.6340	40.7049	40.6082	40.4720	40.3540	40.2516
663.2	0.0140	40.1609	40.2389	40.3626	40.4214	40.2571	40.2189	40.1126	40.1051	40.2722	40.3789	40.4439	40.4782	40.4500	40.3606	40.1975	40.1924	40.4470	40.6173	40.6302	40.7001	40.5925	40.4665	40.3615	40.2516
666.8	0.0140	40.1485	40.2364	40.3637	40.4187	40.2645	40.2134	40.1232	40.1132	40.2771	40.3799	40.4559	40.4795	40.4500	40.3606	40.2048	40.1924	40.4400	40.6334	40.6365	40.6882	40.5804	40.4623	40.3704	40.2555
670.2	0.0140	40.1360	40.2314	40.3659	40.4187	40.2657	40.2037	40.1173	40.1225	40.2796	40.3789	40.4653	40.4809	40.4513	40.3596	40.2099	40.1976	40.4400	40.6392	40.6453	40.6810	40.5719	40.4581	40.3767	40.2581
673.7	0.0140	40.1211	40.2327	40.3703	40.4227	40.2571	40.1940	40.1138	40.1284	40.2833	40.3789	40.4800	40.4850	40.4513	40.3596	40.2162	40.1976	40.4357	40.6530	40.6453	40.6715	40.5695	40.4567	40.3830	40.2659
677.1	0.0140	40.1050	40.2289	40.3725	40.4227	40.2315	40.1918	40.1126	40.1272	40.2870	40.3747	40.4880	40.4891	40.4500	40.3586	40.2203	40.2029	40.4329	40.6622	40.6491	40.6620	40.5707	40.4540	40.3868	40.2751
680.5	0.0140	40.0950	40.2252	40.3714	40.4268	40.1961	40.1907	40.1102	40.1214	40.2894	40.3663	40.4947	40.4918	40.4526	40.3565	40.2224	40.2068	40.4343	40.6633	40.6478	40.6596	40.5756	40.4540	40.3906	40.2816
683.9	0.0140	40.0851	40.2165	40.3681	40.4281	40.1852	40.1831	40.0925	40.1074	40.2894	40.3537	40.4974	40.4945	40.4526	40.3452	40.2234	40.2108	40.4329	40.6622	40.6453	40.6608	40.5852	40.4692	40.3931	40.2881
687.3	0.0140	40.0777	40.2128	40.3637	40.4268	40.1913	40.1712	40.0736	40.0981	40.2907	40.3411	40.4826	40.4931	40.4539	40.3298	40.2265	40.2121	40.4315	40.6564	40.6478	40.6632	40.5925	40.4803	40.3944	40.2934
690.8	0.0140	40.0690	40.2103	40.3582	40.4295	40.1937	40.1604	40.0630	40.0922	40.2870	40.3264	40.4773	40.4959	40.4552	40.3165	40.2275	40.2160	40.4301	40.6449	40.6503	40.6548	40.5961	40.4998	40.3969	40.2960
694.4	0.0140	40.0677	40.2141	40.3538	40.4295	40.1925	40.1496	40.0607	40.0911	40.2857	40.3149	40.4800	40.4931	40.4565	40.3062	40.2275	40.2213	40.4273	40.6265	40.6491	40.6477	40.6022	40.5262	40.3918	40.2960
