,N,dim,std,jump,jump_prob,ve,L2,L2_true
86,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
87,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
88,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
89,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
90,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
91,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
92,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
93,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
94,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
95,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
96,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
97,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
98,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
99,1,1,0.01,0.3,0.5,0.01,3.62106,0.7449
0,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
1,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
2,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
3,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
4,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
5,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
6,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
7,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
8,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
9,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
10,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
11,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
12,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
13,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
14,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
15,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
16,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
17,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
18,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
19,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
20,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
21,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
22,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
23,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
24,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
25,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
26,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
27,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
28,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
29,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
30,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
31,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
32,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
33,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
34,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
35,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
36,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
37,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
38,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
39,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
40,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
41,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
42,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
43,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
44,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
45,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
46,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
47,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
48,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
49,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
50,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
51,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
52,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
53,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
54,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
55,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
56,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
57,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
58,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
59,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
60,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
61,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
62,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
63,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
64,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
65,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
66,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
67,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
68,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
69,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
70,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
71,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
72,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
73,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
74,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
75,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
76,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
77,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
78,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
79,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
80,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
81,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
82,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
83,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
84,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
85,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
86,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
87,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
88,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
89,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
90,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
91,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
92,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
93,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
94,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
95,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
96,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
97,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
98,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
99,1,1,0.01,0.3,0.5,0.0025,3.62106,1.32939
0,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
1,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
2,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
3,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
4,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
5,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
6,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
7,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
8,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
9,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
10,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
11,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
12,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
13,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
14,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
15,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
16,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
17,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
18,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
19,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
20,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
21,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
22,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
23,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
24,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
25,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
26,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
27,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
28,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
29,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
30,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
31,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
32,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
33,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
34,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
35,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
36,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
37,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
38,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
39,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
40,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
41,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
42,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
43,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
44,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
45,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
46,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
47,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
48,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
49,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
50,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
51,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
52,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
53,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
54,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
55,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
56,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
57,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
58,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
59,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
60,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
61,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
62,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
63,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
64,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
65,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
66,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
67,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
68,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
69,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
70,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
71,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
72,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
73,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
74,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
75,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
76,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
77,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
78,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
79,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
80,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
81,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
82,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
83,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
84,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
85,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
86,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
87,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
88,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
89,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
90,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
91,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
92,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
93,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
94,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
95,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
96,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
97,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
98,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
99,1,1,0.01,0.3,0.5,0.001,3.62106,1.80388
0,2,1,0.01,0.3,0.5,0.01,3.626,0.88615
1,2,1,0.01,0.3,0.5,0.01,3.64088,0.96662
2,2,1,0.01,0.3,0.5,0.01,3.62263,0.7969
3,2,1,0.01,0.3,0.5,0.01,3.59917,0.66894
4,2,1,0.01,0.3,0.5,0.01,3.63789,0.95298
5,2,1,0.01,0.3,0.5,0.01,3.63505,0.94154
6,2,1,0.01,0.3,0.5,0.01,3.62373,0.80127
7,2,1,0.01,0.3,0.5,0.01,3.62308,0.79929
8,2,1,0.01,0.3,0.5,0.01,3.64408,0.97564
9,2,1,0.01,0.3,0.5,0.01,3.62154,0.78944
10,2,1,0.01,0.3,0.5,0.01,3.60275,0.70921
11,2,1,0.01,0.3,0.5,0.01,3.63161,0.93268
12,2,1,0.01,0.3,0.5,0.01,3.62106,0.7476
13,2,1,0.01,0.3,0.5,0.01,3.7032,1.06441
14,2,1,0.01,0.3,0.5,0.01,3.64207,0.97102
15,2,1,0.01,0.3,0.5,0.01,3.61775,0.83083
16,2,1,0.01,0.3,0.5,0.01,3.62367,0.80073
17,2,1,0.01,0.3,0.5,0.01,3.64002,0.96418
